,customer_id,contract,paperless_billing,payment_method,monthly_ charges,avg_monthly_long_distance_charges,total_charges,total_refunds,total_extra_data_charges,total_long_distance_charges,total_revenue,phone_service,internet_service,online_security,online_backup,device_protection,premium_tech_support,streaming_tv,streaming_movies,streaming_music,internet_type,country,state,city,zip_code,total_population,latitude,longitude,tenure,multiple_lines,avg_monthly_gb_download,unlimited_data,offer,referred_a_friend,number_of_referrals,Unnamed: 0.1,Unnamed: 0,gender,age,under_30,senior_citizen,partner,dependents,number_of_dependents,married,satisfaction_score,cltv,customer_status,churn_score,churn_label,churn_value,churn_category,churn_reason
5497,7740-BTPUX,Two Year,Yes,Electronic check,113.6,12.91,6292.7,0.0,0,710.05,7002.75,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Fiber Optic,United States,California,Manchester,95459,586,38.966713,-123.586412,55,Yes,21,Yes,Offer B,Yes,7,5497,5497,Male,72,No,Yes,Yes,No,0,Yes,5,5754,Stayed,56,No,0,Not Applicable,
5498,7740-KKCXF,Month-to-Month,Yes,Credit card (automatic),30.05,0.0,1529.45,0.0,0,0.0,1529.45,No,Yes,No,Yes,No,No,No,No,No,DSL,United States,California,Los Angeles,90039,29310,34.110845,-118.259595,51,No,6,Yes,,Yes,9,5498,5498,Male,61,No,No,Yes,No,0,Yes,4,5045,Stayed,21,No,0,Not Applicable,
5499,7742-MYPGI,Month-to-Month,Yes,Mailed check,48.8,49.45,297.35,0.0,0,296.7,594.05,Yes,Yes,No,No,No,Yes,No,No,No,DSL,United States,California,Cobb,95426,1591,38.838088,-122.73203,6,No,10,Yes,,Yes,3,5499,5499,Female,39,No,No,Yes,Yes,2,Yes,4,4538,Stayed,45,No,0,Not Applicable,
5500,7743-EXURX,Month-to-Month,Yes,Electronic check,51.05,3.85,415.05,0.0,0,30.8,445.85,Yes,Yes,No,No,Yes,No,No,No,No,DSL,United States,California,Glendale,91208,16910,34.195386,-118.238508,8,No,20,Yes,Offer E,Yes,1,5500,5500,Male,47,No,No,Yes,Yes,1,Yes,1,3758,Churned,77,Yes,1,Dissatisfaction,Product dissatisfaction
5501,7746-AWNQW,Month-to-Month,Yes,Mailed check,35.75,0.0,961.4,0.0,0,0.0,961.4,No,Yes,No,No,Yes,Yes,No,No,No,DSL,United States,California,La Jolla,92037,42617,32.853743,-117.25034,28,No,2,Yes,Offer C,No,0,5501,5501,Female,62,No,No,No,No,0,No,4,2431,Stayed,69,No,0,Not Applicable,
5502,7746-QYVCO,One Year,Yes,Mailed check,55.85,21.04,857.8,0.0,0,336.64,1194.44,Yes,Yes,Yes,Yes,No,No,No,No,No,Cable,United States,California,White Water,92282,805,33.972293,-116.654195,16,No,17,Yes,Offer D,Yes,1,5502,5502,Male,57,No,No,Yes,No,0,Yes,3,2464,Stayed,55,No,0,Not Applicable,
5503,7748-UMTRK,Two Year,Yes,Electronic check,101.3,37.42,2974.5,0.0,0,1122.6,4097.1,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Fiber Optic,United States,California,San Francisco,94132,26297,37.722302,-122.491129,30,Yes,17,Yes,,No,0,5503,5503,Female,80,No,Yes,No,Yes,1,No,4,2440,Stayed,34,No,0,Not Applicable,
5504,7750-EYXWZ,One Year,No,Electronic check,60.65,0.0,743.3,40.41,0,0.0,702.89,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Cable,United States,California,Yucca Valley,92284,20486,34.159534,-116.425984,12,No,24,Yes,,No,0,5504,5504,Female,62,No,No,No,No,0,No,3,3740,Stayed,24,No,0,Not Applicable,
5505,7752-XUSCI,Month-to-Month,Yes,Electronic check,105.9,10.7,6396.45,0.0,0,642.0,7038.45,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Fiber Optic,United States,California,Crestline,92325,10484,34.248061,-117.29028,60,Yes,71,Yes,,No,0,5505,5505,Female,20,Yes,No,No,No,0,No,2,4105,Churned,84,Yes,1,Other,Don't know
5506,7753-USQYQ,One Year,Yes,Electronic check,64.2,27.65,3627.3,0.0,0,1520.75,5148.05,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Cable,United States,California,West Covina,91792,31622,34.024405,-117.898722,55,No,26,No,Offer B,No,0,5506,5506,Male,47,No,No,No,No,0,No,3,5151,Stayed,40,No,0,Not Applicable,
5507,7754-IXRMC,Month-to-Month,No,Mailed check,45.35,12.46,45.35,0.0,0,12.46,57.81,Yes,Yes,No,No,No,No,No,No,No,DSL,United States,California,Atascadero,93422,29539,35.453912,-120.69461,1,No,14,Yes,,No,0,5507,5507,Female,39,No,No,No,No,0,No,4,3980,Joined,23,No,0,Not Applicable,
5508,7758-UJWYS,Two Year,Yes,Electronic check,40.55,0.0,1325.85,0.0,0,0.0,1325.85,No,Yes,No,No,No,Yes,Yes,No,No,DSL,United States,California,Millbrae,94030,20350,37.601248,-122.403099,34,No,29,Yes,,Yes,10,5508,5508,Male,31,No,No,Yes,Yes,1,Yes,5,3897,Stayed,31,No,0,Not Applicable,
5509,7758-XKCBS,Month-to-Month,Yes,Electronic check,29.7,0.0,438.25,0.0,90,0.0,528.25,No,Yes,No,No,No,Yes,No,No,No,DSL,United States,California,Reseda,91335,68018,34.200175,-118.540958,15,No,29,No,,No,0,5509,5509,Male,56,No,No,No,No,0,No,1,5518,Churned,82,Yes,1,Competitor,Competitor offered more data
5510,7760-OYPDY,Month-to-Month,Yes,Electronic check,80.65,5.85,144.15,0.0,20,11.7,175.85,Yes,Yes,No,No,No,No,Yes,No,No,Fiber Optic,United States,California,Los Angeles,90056,8115,33.987945,-118.370442,2,No,19,No,,No,0,5510,5510,Female,32,No,No,No,Yes,2,No,1,5586,Churned,90,Yes,1,Competitor,Competitor had better devices
5511,7762-ONLJY,One Year,No,Mailed check,19.7,44.13,94.45,0.0,0,264.78,359.23,Yes,No,No,No,No,No,No,No,No,,United States,California,Sacramento,95834,8403,38.646209,-121.52446,6,No,0,No,,Yes,5,5511,5511,Female,62,No,No,Yes,Yes,3,Yes,3,4122,Stayed,51,No,0,Not Applicable,
5512,7762-URZQH,Two Year,Yes,Credit card (automatic),106.05,23.51,6981.35,0.0,0,1551.66,8533.01,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Fiber Optic,United States,California,Venice,90291,31021,33.991782,-118.479229,66,Yes,52,Yes,,No,0,5512,5512,Male,30,No,No,Yes,No,0,Yes,2,5602,Churned,83,Yes,1,Dissatisfaction,Product dissatisfaction
5513,7764-BDPEE,Month-to-Month,No,Mailed check,20.85,19.58,60.65,0.0,0,58.74,119.39,Yes,No,No,No,No,No,No,No,No,,United States,California,Hayward,94542,11147,37.656695,-122.048361,3,No,0,No,,No,0,5513,5513,Male,50,No,No,No,Yes,3,No,4,5868,Joined,38,No,0,Not Applicable,
5514,7765-LWVVH,Two Year,Yes,Electronic check,95.1,18.74,6843.15,0.0,0,1349.28,8192.43,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Fiber Optic,United States,California,Caspar,95420,333,39.361283,-123.784599,72,Yes,19,Yes,,Yes,8,5514,5514,Female,39,No,No,Yes,Yes,2,Yes,3,5584,Stayed,25,No,0,Not Applicable,
5515,7766-CLTIC,Month-to-Month,Yes,Mailed check,60.95,8.35,629.55,0.0,0,83.5,713.05,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Cable,United States,California,Kenwood,95452,1653,38.419525,-122.521585,10,No,29,Yes,,No,0,5515,5515,Female,58,No,No,No,No,0,No,3,4323,Stayed,28,No,0,Not Applicable,
5516,7767-UXAGJ,Month-to-Month,Yes,Electronic check,50.45,28.25,50.45,0.0,0,28.25,78.7,Yes,Yes,No,No,No,No,No,No,No,Cable,United States,California,Colfax,95713,8525,39.084645,-120.894014,1,Yes,9,Yes,,No,0,5516,5516,Male,37,No,No,No,No,0,No,3,2928,Churned,68,Yes,1,Competitor,Competitor made better offer
5517,7771-CFQRQ,Two Year,No,Bank transfer (automatic),63.8,30.06,3007.25,0.0,80,1412.82,4500.07,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,DSL,United States,California,Mariposa,95338,10226,37.526791,-119.99437,47,No,57,No,,No,0,5517,5517,Female,32,No,No,Yes,Yes,3,Yes,3,5144,Stayed,45,No,0,Not Applicable,
5518,7771-ZONAT,Two Year,No,Bank transfer (automatic),56.75,0.0,1304.85,0.0,0,0.0,1304.85,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,DSL,United States,California,Woodacre,94973,1449,38.005839,-122.638155,22,No,19,Yes,,No,0,5518,5518,Male,62,No,No,No,No,0,No,4,4574,Stayed,55,No,0,Not Applicable,
5519,7774-OJSXI,One Year,Yes,Electronic check,103.45,9.27,3066.45,0.0,0,287.37,3353.82,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Fiber Optic,United States,California,South Lake Tahoe,96150,33038,38.911577,-120.106169,31,Yes,30,Yes,,No,0,5519,5519,Male,53,No,No,No,No,0,No,3,5387,Churned,65,Yes,1,Dissatisfaction,Poor expertise of phone support
5520,7776-QGYJC,Month-to-Month,Yes,Bank transfer (automatic),81.5,40.68,3107.3,0.0,0,1586.52,4693.82,Yes,Yes,No,No,Yes,Yes,No,No,No,Fiber Optic,United States,California,Shasta Lake,96019,6277,40.692523,-122.369876,39,No,76,Yes,Offer C,Yes,7,5520,5520,Female,64,No,No,Yes,Yes,5,Yes,5,2042,Stayed,25,No,0,Not Applicable,
5521,7776-QWNFX,Month-to-Month,Yes,Bank transfer (automatic),50.4,4.65,1527.5,0.0,0,139.5,1667.0,Yes,Yes,No,Yes,No,No,No,No,No,DSL,United States,California,Chino,91710,75319,33.990646,-117.663025,30,No,29,Yes,,Yes,1,5521,5521,Male,71,No,Yes,Yes,No,0,Yes,3,4795,Churned,83,Yes,1,Attitude,Attitude of support person
5522,7777-UNYHB,Month-to-Month,Yes,Credit card (automatic),20.1,24.65,232.4,0.0,0,295.8,528.2,Yes,No,No,No,No,No,No,No,No,,United States,California,Traver,93673,646,36.456091,-119.486225,12,No,0,No,,Yes,3,5522,5522,Female,43,No,No,Yes,Yes,1,Yes,3,2360,Stayed,21,No,0,Not Applicable,
5523,7779-LGOVN,Month-to-Month,Yes,Electronic check,86.65,46.5,856.65,0.0,0,465.0,1321.65,Yes,Yes,No,No,No,No,No,Yes,No,Cable,United States,California,Paskenta,96074,263,39.884395,-122.587513,10,Yes,4,Yes,,Yes,2,5523,5523,Male,74,No,Yes,Yes,No,0,Yes,1,4990,Churned,84,Yes,1,Dissatisfaction,Limited range of services
5524,7779-ORAEL,Two Year,No,Credit card (automatic),75.15,9.39,3480.35,0.0,0,422.55,3902.9,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,DSL,United States,California,Mi Wuk Village,95346,1278,38.121601,-120.133915,45,Yes,22,Yes,,Yes,4,5524,5524,Male,77,No,Yes,Yes,No,0,Yes,3,5837,Stayed,52,No,0,Not Applicable,
5525,7780-OTDSO,Month-to-Month,Yes,Electronic check,99.4,11.3,1742.95,0.0,0,203.4,1946.35,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Fiber Optic,United States,California,Covelo,95428,2296,39.83307,-123.178765,18,Yes,16,Yes,,Yes,1,5525,5525,Male,51,No,No,Yes,No,0,Yes,1,2421,Churned,86,Yes,1,Attitude,Attitude of support person
5526,7781-EWARA,One Year,No,Electronic check,60.35,0.0,4138.7,49.23,0,0.0,4089.47,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Cable,United States,California,Big Bend,96011,265,41.096569,-121.879082,70,No,47,Yes,Offer A,Yes,1,5526,5526,Male,19,Yes,No,Yes,Yes,3,Yes,3,4122,Stayed,56,No,0,Not Applicable,
5527,7781-HVGMK,Two Year,Yes,Credit card (automatic),65.2,0.0,4784.45,0.0,0,0.0,4784.45,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,DSL,United States,California,Amboy,92304,42,34.559882,-115.637164,72,No,30,Yes,Offer A,Yes,5,5527,5527,Female,56,No,No,Yes,No,0,Yes,3,5092,Stayed,27,No,0,Not Applicable,
5528,7783-YKGDV,Month-to-Month,Yes,Bank transfer (automatic),99.7,16.07,1238.45,0.0,0,192.84,1431.29,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Fiber Optic,United States,California,March Air Reserve Base,92518,1005,33.888323,-117.277533,12,Yes,14,Yes,Offer D,No,0,5528,5528,Female,49,No,No,No,No,0,No,1,2538,Churned,76,Yes,1,Price,Lack of affordable download/upload speed
5529,7785-RDVIG,Month-to-Month,No,Mailed check,19.3,10.13,54.7,0.0,0,30.39,85.09,Yes,No,No,No,No,No,No,No,No,,United States,California,Hemet,92543,29687,33.739415,-116.968339,3,No,0,No,,Yes,5,5529,5529,Female,53,No,No,Yes,Yes,2,Yes,4,5722,Joined,57,No,0,Not Applicable,
5530,7786-WBJYI,Month-to-Month,No,Bank transfer (automatic),77.95,30.95,305.55,0.0,0,123.8,429.35,Yes,Yes,No,Yes,No,No,No,No,No,Fiber Optic,United States,California,San Diego,92130,28201,32.957195,-117.202542,4,Yes,26,Yes,,No,0,5530,5530,Female,31,No,No,No,No,0,No,2,5365,Churned,89,Yes,1,Competitor,Competitor made better offer
5531,7787-BNTZM,Month-to-Month,No,Bank transfer (automatic),20.15,6.93,130.5,0.0,0,41.58,172.08,Yes,No,No,No,No,No,No,No,No,,United States,California,Comptche,95427,371,39.239818,-123.565432,6,No,0,No,,No,0,5531,5531,Male,56,No,No,No,No,0,No,5,5761,Stayed,76,No,0,Not Applicable,
5532,7789-CRUVC,Month-to-Month,Yes,Credit card (automatic),94.2,33.75,5895.45,0.0,0,2058.75,7954.2,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Fiber Optic,United States,California,San Diego,92107,27959,32.741852,-117.243453,61,Yes,29,Yes,,Yes,1,5532,5532,Female,77,No,Yes,Yes,No,0,Yes,3,5274,Stayed,76,No,0,Not Applicable,
5533,7789-HKSBS,One Year,Yes,Bank transfer (automatic),105.2,35.38,4599.15,40.46,0,1485.96,6044.65,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Fiber Optic,United States,California,Lakewood,90713,27563,33.847755,-118.112532,42,Yes,7,Yes,,Yes,2,5533,5533,Female,79,No,Yes,Yes,No,0,Yes,3,5573,Stayed,36,No,0,Not Applicable,
5534,7794-JASDG,Month-to-Month,Yes,Mailed check,50.75,45.77,50.75,0.0,0,45.77,96.52,Yes,Yes,Yes,No,No,No,No,No,No,DSL,United States,California,Winchester,92596,4093,33.657433,-117.04254,1,No,20,Yes,Offer E,No,0,5534,5534,Male,37,No,No,No,No,0,No,3,2250,Joined,80,No,0,Not Applicable,
5535,7795-CFOCW,One Year,No,Bank transfer (automatic),42.3,0.0,1840.75,0.0,0,0.0,1840.75,No,Yes,Yes,No,Yes,Yes,No,No,No,DSL,United States,California,Los Angeles,90004,67852,34.076259,-118.310715,45,No,10,Yes,,No,0,5535,5535,Male,53,No,No,No,No,0,No,3,4307,Stayed,66,No,0,Not Applicable,
5536,7797-EJMDP,Month-to-Month,No,Bank transfer (automatic),66.05,33.54,574.5,0.0,0,268.32,842.82,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,DSL,United States,California,Manteca,95336,36738,37.830267,-121.201018,8,No,14,Yes,Offer E,No,0,5536,5536,Female,34,No,No,No,No,0,No,3,4157,Stayed,59,No,0,Not Applicable,
5537,7798-JVXYM,Month-to-Month,Yes,Electronic check,69.65,37.01,921.4,0.0,0,518.14,1439.54,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,DSL,United States,California,Herald,95638,1745,38.313447,-121.123886,14,No,29,Yes,Offer D,No,0,5537,5537,Female,52,No,No,No,No,0,No,3,5351,Stayed,69,No,0,Not Applicable,
5538,7799-DSEWS,Month-to-Month,Yes,Electronic check,68.35,48.68,1299.8,0.0,0,876.24,2176.04,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,DSL,United States,California,Hayward,94544,72993,37.639215,-122.037554,18,No,48,Yes,Offer D,No,0,5538,5538,Male,22,Yes,No,No,No,0,No,3,5993,Stayed,47,No,0,Not Applicable,
5539,7799-LGRDP,Two Year,Yes,Credit card (automatic),25.7,25.53,1188.2,0.0,0,1097.79,2285.99,Yes,No,No,No,No,No,No,No,No,,United States,California,Lakewood,90713,27563,33.847755,-118.112532,43,Yes,0,No,,No,0,5539,5539,Female,42,No,No,No,No,0,No,4,2017,Stayed,79,No,0,Not Applicable,
5540,7801-CEDNV,One Year,No,Credit card (automatic),48.7,9.01,1421.75,0.0,0,243.27,1665.02,Yes,Yes,Yes,No,No,No,No,No,No,DSL,United States,California,Inglewood,90304,28680,33.936827,-118.359824,27,No,5,Yes,,Yes,10,5540,5540,Male,33,No,No,Yes,No,0,Yes,3,3560,Stayed,30,No,0,Not Applicable,
5541,7801-KICAO,Month-to-Month,Yes,Electronic check,74.15,11.36,1345.75,0.0,0,204.48,1550.23,Yes,Yes,No,No,No,No,No,No,No,Fiber Optic,United States,California,Pasadena,91103,27891,34.167465,-118.165327,18,Yes,13,Yes,Offer D,No,0,5541,5541,Female,43,No,No,No,No,0,No,4,5033,Stayed,73,No,0,Not Applicable,
5542,7802-EFKNY,Month-to-Month,Yes,Electronic check,24.95,0.0,100.4,0.0,0,0.0,100.4,No,Yes,No,No,No,No,No,No,No,DSL,United States,California,Redlands,92374,36675,34.064073,-117.166158,5,No,7,Yes,Offer E,Yes,1,5542,5542,Male,37,No,No,Yes,No,0,Yes,1,5865,Churned,79,Yes,1,Competitor,Competitor had better devices
5543,7803-XOCCZ,Month-to-Month,Yes,Bank transfer (automatic),84.05,31.96,4326.8,0.0,0,1661.92,5988.72,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Fiber Optic,United States,California,Anza,92539,3745,33.527605,-116.666551,52,No,26,Yes,Offer B,Yes,1,5543,5543,Female,54,No,No,Yes,Yes,2,Yes,3,6099,Stayed,48,No,0,Not Applicable,
5544,7808-DVWEP,Month-to-Month,No,Bank transfer (automatic),20.0,31.06,49.65,0.0,0,93.18,142.83,Yes,No,No,No,No,No,No,No,No,,United States,California,Chico,95926,35808,39.745712,-121.84333,3,No,0,No,,Yes,3,5544,5544,Male,51,No,No,Yes,No,0,Yes,3,3985,Joined,44,No,0,Not Applicable,
5545,7811-JIVPF,Month-to-Month,No,Credit card (automatic),49.7,42.26,1081.25,0.0,150,971.98,2203.23,Yes,Yes,No,No,Yes,No,No,No,No,Cable,United States,California,Long Beach,90805,91664,33.864622,-118.179626,23,No,2,No,,No,0,5545,5545,Female,44,No,No,No,No,0,No,5,4790,Stayed,47,No,0,Not Applicable,
5546,7812-FZHPE,Month-to-Month,No,Mailed check,24.1,18.26,409.9,0.0,0,310.42,720.32,Yes,No,No,No,No,No,No,No,No,,United States,California,Bradley,93426,1363,35.842889,-121.004862,17,Yes,0,No,Offer D,Yes,1,5546,5546,Female,31,No,No,Yes,Yes,2,Yes,1,4648,Churned,86,Yes,1,Price,Long distance charges
5547,7813-TKCVO,One Year,No,Mailed check,20.35,27.96,393.15,0.0,0,559.2,952.35,Yes,No,No,No,No,No,No,No,No,,United States,California,Oak Park,91377,14814,34.19225,-118.776874,20,No,0,No,,Yes,1,5547,5547,Female,23,Yes,No,Yes,No,0,Yes,3,4390,Stayed,57,No,0,Not Applicable,
5548,7813-ZGGAW,Two Year,Yes,Bank transfer (automatic),96.6,15.35,2877.95,0.0,0,475.85,3353.8,Yes,Yes,No,No,Yes,Yes,Yes,No,No,Fiber Optic,United States,California,Applegate,95703,1526,38.983388,-120.988814,31,Yes,10,Yes,Offer C,No,0,5548,5548,Male,68,No,Yes,No,No,0,No,5,3364,Stayed,40,No,0,Not Applicable,
5549,7814-LEEVE,Month-to-Month,Yes,Bank transfer (automatic),20.3,6.64,20.3,0.0,0,6.64,26.94,Yes,No,No,No,No,No,No,No,No,,United States,California,Grass Valley,95949,17922,39.099204,-121.137962,1,No,0,No,,Yes,7,5549,5549,Female,60,No,No,Yes,No,0,Yes,5,4215,Joined,54,No,0,Not Applicable,
5550,7815-PDTHL,Two Year,Yes,Mailed check,20.2,42.8,684.4,0.0,0,1498.0,2182.4,Yes,No,No,No,No,No,No,No,No,,United States,California,Van Nuys,91401,40376,34.178483,-118.431791,35,No,0,No,,No,0,5550,5550,Male,64,No,No,No,No,0,No,3,3481,Stayed,45,No,0,Not Applicable,
5551,7816-VGHTO,Two Year,No,Mailed check,40.55,0.0,217.5,0.0,50,0.0,267.5,No,Yes,No,Yes,Yes,Yes,No,No,No,Cable,United States,California,Rio Oso,95674,947,38.954144,-121.482536,6,No,10,No,Offer E,Yes,7,5551,5551,Female,61,No,No,Yes,Yes,2,Yes,5,2866,Stayed,30,No,0,Not Applicable,
5552,7817-BOQPW,Month-to-Month,Yes,Electronic check,75.55,41.37,166.3,0.0,0,82.74,249.04,Yes,Yes,No,No,No,No,No,No,No,Fiber Optic,United States,California,Rio Dell,95562,3284,40.485849,-124.163234,2,Yes,28,Yes,,No,0,5552,5552,Female,32,No,No,No,No,0,No,2,4320,Churned,77,Yes,1,Competitor,Competitor made better offer
5553,7817-OMJNA,One Year,No,Bank transfer (automatic),20.4,36.42,275.7,0.0,0,509.88,785.58,Yes,No,No,No,No,No,No,No,No,,United States,California,Mammoth Lakes,93546,8217,37.550074,-118.837167,14,No,0,No,Offer D,No,0,5553,5553,Male,23,Yes,No,No,No,0,No,5,5068,Stayed,50,No,0,Not Applicable,
5554,7820-ZYGNY,One Year,No,Credit card (automatic),90.45,9.21,5825.5,0.0,100,580.23,6505.73,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Fiber Optic,United States,California,La Puente,91746,30802,34.038983,-117.991372,63,Yes,28,No,,No,0,5554,5554,Male,33,No,No,No,No,0,No,3,4616,Stayed,23,No,0,Not Applicable,
5555,7821-DPRQE,Month-to-Month,Yes,Electronic check,107.7,24.01,7320.9,0.0,0,1632.68,8953.58,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Fiber Optic,United States,California,Stockton,95207,49965,38.002125,-121.324979,68,Yes,48,Yes,Offer A,Yes,2,5555,5555,Male,25,Yes,No,Yes,No,0,Yes,3,5015,Stayed,53,No,0,Not Applicable,
5556,7823-JSOAG,Month-to-Month,No,Electronic check,74.5,6.97,217.45,0.0,0,20.91,238.36,Yes,Yes,No,No,No,No,No,No,No,Fiber Optic,United States,California,Sonoma,95476,34314,38.25485,-122.461799,3,Yes,14,Yes,,No,0,5556,5556,Male,39,No,No,No,No,0,No,3,5203,Joined,36,No,0,Not Applicable,
5557,7824-PANSQ,Month-to-Month,No,Bank transfer (automatic),80.65,44.67,4807.35,0.0,0,2590.86,7398.21,Yes,Yes,No,No,No,Yes,No,No,No,Fiber Optic,United States,California,Mammoth Lakes,93546,8217,37.550074,-118.837167,58,Yes,8,Yes,,No,0,5557,5557,Male,52,No,No,No,No,0,No,5,6043,Stayed,33,No,0,Not Applicable,
5558,7825-ECJRF,Month-to-Month,Yes,Electronic check,106.6,28.35,1934.45,21.72,40,538.65,2491.38,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Fiber Optic,United States,California,Santa Clarita,91350,40077,34.502432,-118.41459,19,No,19,No,,No,0,5558,5558,Female,43,No,No,No,Yes,1,No,1,3764,Churned,71,Yes,1,Dissatisfaction,Network reliability
5559,7825-GKXMW,Month-to-Month,No,Electronic check,45.8,22.11,45.8,0.0,10,22.11,77.91,Yes,Yes,No,No,No,No,No,No,No,DSL,United States,California,San Diego,92121,4258,32.898613,-117.202937,1,No,18,No,Offer E,No,0,5559,5559,Female,41,No,No,No,No,0,No,1,5973,Churned,78,Yes,1,Competitor,Competitor made better offer
5560,7826-VVKWT,Two Year,Yes,Electronic check,96.55,20.78,2263.45,0.0,0,498.72,2762.17,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Fiber Optic,United States,California,San Diego,92114,66838,32.707892,-117.05512,24,No,23,Yes,,Yes,9,5560,5560,Female,69,No,Yes,Yes,Yes,1,Yes,5,4309,Stayed,73,No,0,Not Applicable,
5561,7831-QGOXH,Month-to-Month,Yes,Electronic check,85.2,24.4,1553.9,0.0,0,439.2,1993.1,Yes,Yes,No,No,No,No,Yes,No,Yes,Fiber Optic,United States,California,Blue Lake,95525,1584,40.94338,-123.831799,18,Yes,71,Yes,,No,0,5561,5561,Female,27,Yes,No,No,No,0,No,3,3326,Churned,77,Yes,1,Other,Don't know
5562,7833-PKIHD,One Year,Yes,Bank transfer (automatic),76.4,31.66,3966.3,0.0,0,1614.66,5580.96,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Cable,United States,California,Palm Desert,92260,29340,33.694501,-116.412711,51,No,3,Yes,,Yes,1,5562,5562,Male,59,No,No,Yes,No,0,Yes,3,6385,Stayed,52,No,0,Not Applicable,
5563,7838-LAZFO,One Year,No,Bank transfer (automatic),78.8,9.91,3597.5,23.28,0,445.95,4020.17,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Cable,United States,California,Hanford,93230,53204,36.29223,-119.622676,45,No,19,Yes,Offer B,Yes,6,5563,5563,Male,38,No,No,Yes,No,0,Yes,4,4192,Stayed,37,No,0,Not Applicable,
5564,7839-NUIAA,Month-to-Month,No,Electronic check,59.8,26.7,3641.5,0.0,100,1628.7,5370.2,Yes,Yes,Yes,Yes,No,No,No,No,No,DSL,United States,California,Davis Creek,96108,104,41.750354,-120.403885,61,Yes,30,No,Offer B,Yes,1,5564,5564,Female,27,Yes,No,Yes,Yes,1,Yes,3,5381,Stayed,53,No,0,Not Applicable,
5565,7839-QRKXN,Month-to-Month,Yes,Mailed check,20.2,48.25,20.2,0.0,0,48.25,68.45,Yes,No,No,No,No,No,No,No,No,,United States,California,Glendale,91203,14493,34.153338,-118.262974,1,No,0,No,Offer E,No,0,5565,5565,Female,62,No,No,No,No,0,No,1,4197,Churned,69,Yes,1,Price,Long distance charges
5566,7841-FCRQD,One Year,Yes,Credit card (automatic),53.75,15.45,1857.3,0.0,0,509.85,2367.15,Yes,Yes,No,Yes,No,Yes,No,No,No,Cable,United States,California,Walnut,91789,45118,34.018354,-117.85492,33,No,59,Yes,,Yes,1,5566,5566,Female,27,Yes,No,Yes,No,0,Yes,3,3160,Stayed,49,No,0,Not Applicable,
5567,7841-TZDMQ,Month-to-Month,Yes,Credit card (automatic),46.0,49.81,84.5,0.0,0,99.62,184.12,Yes,Yes,No,No,No,No,No,No,Yes,DSL,United States,California,Sun Valley,91352,46639,34.231053,-118.338307,2,No,41,Yes,,No,0,5567,5567,Male,19,Yes,No,No,No,0,No,3,2667,Churned,76,Yes,1,Other,Don't know
5568,7845-URHJN,Month-to-Month,No,Bank transfer (automatic),20.15,11.35,156.25,0.0,0,90.8,247.05,Yes,No,No,No,No,No,No,No,No,,United States,California,Hacienda Heights,91745,53686,33.998471,-117.973758,8,No,0,No,,Yes,1,5568,5568,Female,24,Yes,No,Yes,No,0,Yes,3,4785,Churned,91,Yes,1,Price,Price too high
5569,7850-THJMU,Two Year,No,Credit card (automatic),19.65,12.71,494.9,0.0,0,330.46,825.36,Yes,No,No,No,No,No,No,No,No,,United States,California,Mill Creek,96061,78,40.331975,-121.460674,26,No,0,No,,Yes,4,5569,5569,Female,40,No,No,Yes,Yes,2,Yes,4,4184,Stayed,37,No,0,Not Applicable,
5570,7850-VWJUU,Month-to-Month,Yes,Bank transfer (automatic),75.0,24.04,1778.5,0.0,0,552.92,2331.42,Yes,Yes,Yes,No,No,No,No,No,No,Fiber Optic,United States,California,Lakewood,90715,20890,33.841027,-118.078097,23,No,22,Yes,,No,0,5570,5570,Female,37,No,No,No,No,0,No,4,2221,Stayed,29,No,0,Not Applicable,
